id,title,created_at,duration,url
553860266,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 1 - Group B - ESL One Birmingham 2019,2020-02-18T07:45:00Z,1h16m26s,https://www.twitch.tv/videos/553860266
553854797,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 1 - Group A - ESL One Birmingham 2019,2020-02-18T07:12:58Z,30m45s,https://www.twitch.tv/videos/553854797
553821617,RERUN: Dota2 - TNC Predator vs. OG - Game 1 - Group A - ESL One Birmingham 2019,2020-02-18T04:50:18Z,2h18m23s,https://www.twitch.tv/videos/553821617
553364819,RERUN: Dota2 - Vici Gaming vs. Team Liquid - Game 1 - Group A - ESL One Birmingham 2019,2020-02-17T10:01:01Z,18h47m3s,https://www.twitch.tv/videos/553364819
553312067,LIVE: EHOME vs RNG | BO3 Finals | ESL Los Angeles CN Qualifiers w/ @MLPDotA & johnxfire,2020-02-17T05:39:06Z,2h46m22s,https://www.twitch.tv/videos/553312067
552743512,LIVE: Keen Gaming vs Look For Smile | BO1 Tiebreaker | ESL Los Angeles CN Qualifiers w/ @MLPDotA & johnxfire,2020-02-16T04:46:58Z,6h52m46s,https://www.twitch.tv/videos/552743512
552160949,[ENG] Keen Gaming vs Avengerls | bo2 | ESL Los Angeles CN Qualifiers w/ @MLPDotA & johnxfire,2020-02-15T03:37:44Z,10h12m20s,https://www.twitch.tv/videos/552160949
551733005,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 1 - Group B - ESL One Birmingham 2019,2020-02-14T08:15:44Z,5h58m41s,https://www.twitch.tv/videos/551733005
551728520,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 1 - Group B - ESL One Birmingham 2019,2020-02-14T07:51:01Z,15m38s,https://www.twitch.tv/videos/551728520
551722863,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 1 - Group A - ESL One Birmingham 2019,2020-02-14T07:19:00Z,30m42s,https://www.twitch.tv/videos/551722863
551689100,RERUN: Dota2 - TNC Predator vs. OG - Game 1 - Group A - ESL One Birmingham 2019,2020-02-14T04:56:18Z,2h18m24s,https://www.twitch.tv/videos/551689100
551251326,RERUN: Dota2 - Vici Gaming vs. Team Liquid - Game 1 - Group A - ESL One Birmingham 2019,2020-02-13T10:07:01Z,18h46m43s,https://www.twitch.tv/videos/551251326
